pubdate	url	eml	dwca	title	icode	description	contact	orgname	email	emlrights	count	citation	networks	harvestid	id	associatedmedia	associatedoccurrences	associatedreferences	associatedsequences	associatedtaxa	basisofrecord	bed	behavior	catalognumber	collectioncode	collectionid	continent	coordinateprecision	coordinateuncertaintyinmeters	country	countrycode	county	datageneralizations	dateidentified	day	decimallatitude	decimallongitude	disposition	earliestageorloweststage	earliesteonorlowesteonothem	earliestepochorlowestseries	earliesteraorlowesterathem	earliestperiodorlowestsystem	enddayofyear	establishmentmeans	eventattributes	eventdate	eventid	eventremarks	eventtime	fieldnotes	fieldnumber	footprintspatialfit	footprintwkt	formation	geodeticdatum	geologicalcontextid	georeferenceprotocol	georeferenceremarks	georeferencesources	georeferenceverificationstatus	georeferencedby	group	habitat	highergeography	highergeographyid	highestbiostratigraphiczone	identificationattributes	identificationid	identificationqualifier	identificationreferences	identificationremarks	identifiedby	individualcount	individualid	informationwithheld	institutioncode	island	islandgroup	latestageorhigheststage	latesteonorhighesteonothem	latestepochorhighestseries	latesteraorhighesterathem	latestperiodorhighestsystem	lifestage	lithostratigraphicterms	locality	locationattributes	locationid	locationremarks	lowestbiostratigraphiczone	maximumdepthinmeters	maximumdistanceabovesurfaceinmeters	maximumelevationinmeters	measurementaccuracy	measurementdeterminedby	measurementdetermineddate	measurementid	measurementmethod	measurementremarks	measurementtype	measurementunit	measurementvalue	member	minimumdepthinmeters	minimumdistanceabovesurfaceinmeters	minimumelevationinmeters	month	occurrenceattributes	occurrencedetails	occurrenceid	occurrenceremarks	othercatalognumbers	pointradiusspatialfit	preparations	previousidentifications	recordnumber	recordedby	relatedresourceid	relationshipaccordingto	relationshipestablisheddate	relationshipofresource	relationshipremarks	reproductivecondition	resourceid	resourcerelationshipid	samplingprotocol	sex	startdayofyear	stateprovince	taxonattributes	typestatus	verbatimcoordinatesystem	verbatimcoordinates	verbatimdepth	verbatimelevation	verbatimeventdate	verbatimlatitude	verbatimlocality	verbatimlongitude	waterbody	year	footprintsrs	georeferenceddate	identificationverificationstatus	institutionid	locationaccordingto	municipality	occurrencestatus	ownerinstitutioncode	samplingeffort	verbatimsrs	locationaccordingto7	taxonid	taxonconceptid	datasetid	datasetname	source	modified	accessrights	rights	rightsholder	language	higherclassification	kingdom	phylum	classs	order	family	genus	subgenus	specificepithet	infraspecificepithet	scientificname	scientificnameid	vernacularname	taxonrank	verbatimtaxonrank	infraspecificmarker	scientificnameauthorship	nomenclaturalcode	namepublishedin	namepublishedinid	taxonomicstatus	nomenclaturalstatus	nameaccordingto	nameaccordingtoid	parentnameusageid	parentnameusage	originalnameusageid	originalnameusage	acceptednameusageid	acceptednameusage	taxonremarks	dynamicproperties	namepublishedinyear	season	dummy
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	1eccebd2-162a-4be1-8562-b4e4ca8d99b7							PreservedSpecimen			66	ZM				3623	USA		Schoharie			17	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-607	Miller, Donald H.										male		New York						2300 ft.	1957-07-17					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	02c5cf5b-a9a6-4fe1-a0ca-5fbe36412e09							PreservedSpecimen			66	ZM				3623	USA		Schoharie			17	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-607	Miller, Donald H.										male		New York						2300 ft.	1957-07-17					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	6e7cf90b-d653-456a-8ae0-5a9f2fdfa739							PreservedSpecimen			67	ZM				3623	USA		Schoharie			17	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-627	Connor, Paul F.										male		New York						2300 ft.	1957-07-17					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	b754a486-5ea6-4050-9089-4fde7a77787f							PreservedSpecimen			67	ZM				3623	USA		Schoharie			17	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-627	Connor, Paul F.										male		New York						2300 ft.	1957-07-17					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	b73ef842-f756-4733-8317-9b90c30b8e63							PreservedSpecimen			68	ZM				3623	USA		Schoharie			18	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-629	Miller, Donald H.										female		New York						2300 ft.	1957-07-18					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	1ad10b4e-cfc4-43c0-af2f-65255d92818d							PreservedSpecimen			68	ZM				3623	USA		Schoharie			18	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-629	Miller, Donald H.										female		New York						2300 ft.	1957-07-18					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	6e95e17a-b0c5-48c5-8b9b-ffb489bcc3bd							PreservedSpecimen			69	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-636	Connor, Paul F.										male		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	1831d088-cfc1-43ff-9fa3-767d6b57a1ea							PreservedSpecimen			69	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-636	Connor, Paul F.										male		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	2b673be6-693f-4cae-9843-1cb172601d29							PreservedSpecimen			70	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-637	Miller, Donald H.										male		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	cefe090b-3928-4d07-858c-cb66bd73a236							PreservedSpecimen			70	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-637	Miller, Donald H.										male		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	5b2d8edf-699d-4942-8c28-c5eca1573d67							PreservedSpecimen			71	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-638	Miller, Donald H.										female		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	60971a90-f1ee-49e9-af5d-eb155a218727							PreservedSpecimen			71	ZM				3623	USA		Schoharie			19	42.599925	-74.616435																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Summit									1			NYSM								unknown		Summit Twp.  Mud Lake, 2 mi NW of summit [2300 ft.].							701													701	7							Skull		57-638	Miller, Donald H.										female		New York						2300 ft.	1957-07-19					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern summer	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	d935ef04-04c9-42d2-ad09-e739029ac8b2							PreservedSpecimen			72	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-849	Miller, Donald H.										female		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	a6ce55e4-93dd-45c7-89f6-3a351812174b							PreservedSpecimen			73	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-850	Miller, Donald H.										female		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	bf87c996-6b94-4a58-9139-2575a41cea16							PreservedSpecimen			74	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-851	Miller, Donald H.										female		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	94a5f5ee-a8da-4dac-8d88-0c3ed490ced1							PreservedSpecimen			75	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-852	Miller, Donald H.										male		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	0853f1cb-7f1e-4275-a182-aec6ace9768c							PreservedSpecimen			76	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-853	Miller, Donald H.										male		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
Fri Jun 10 00:00:00 PDT 2011	http://ipt.vertnet.org:8080/ipt/resource.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/eml.do?r=nysm_mammals	http://ipt.vertnet.org:8080/ipt/archive.do?r=nysm_mammals	NYSM Mammals (ZM)	NYSM	Museum specimens including skins, skeletons, fluid preservations, and frozen tissue.	David Gerhard	New York State Museum	dgerhard@mail.nysed.gov	NYSM data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the NYSM. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the NYSM notified. The NYSM and its staff are not responsible for damages, injury or loss due to the use of these data.	14312	New York State Museum	MaNIS	4bf89520-8823-4ae9-b477-e74f6ddd87f8							PreservedSpecimen			77	ZM				3824	USA		Schoharie			13	42.506463	-74.512609																					MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]						USA; New York; Schoharie; Jefferson									1			NYSM								unknown		Jefferson Twp.  5 mi E and 1.75 mi N of Jefferson [elev. 1600 ft.].							488													488	8							Skull		57-854	Miller, Donald H.										male		New York						1600 ft.	1957-08-13					1957																						Insectivora; Soricidae; Blarina; brevicauda	Animalia	Chordata	Mammalia	Insectivora	Soricidae	Blarina		brevicauda		Blarina brevicauda																							Northern fall	;
